z1,z2,z3,z4,z5,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13
0.01,2.0,0.5,0.5,5.507979025745755,4.772272681831621,0.9040740575150061,2.01969935370094,0.9993081003272861,-0.5387725131149586,-1.2915772650714321,1.6992777712653855,2.989433403856927,-6.1812245693278705,34.75252469574823,3.4636814221434693,-1.9640176372175664,34.12554228600457
0.03507537688442211,2.0150753768844223,0.5477386934673367,0.5477386934673367,7.081478226181048,3.614521793174963,1.1403718850255629,1.3170979143968073,1.2501139986091874,-1.3556680105340209,1.7992920878665672,-0.46392037178411555,4.089066633789435,-3.995620781366625,53.25847955257854,1.4112422037749428,-9.105327849217465,55.562894655768076
0.060150753768844226,2.030150753768844,0.5954773869346733,0.5954773869346733,2.9090473891294435,3.6168141238682714,0.15429568743555144,1.1211870270845463,0.528220828153618,1.3619315112420165,-0.10887110262204683,0.1395975201765068,1.1409232090542833,-5.0418111090366375,10.475714289840253,-0.45945662208781757,1.8022016229968354,13.252370466771037
0.08522613065326633,2.0452261306532664,0.6432160804020101,0.6432160804020101,5.10827605197663,3.3051156889219153,2.094125170413798,0.11590918887680834,1.398906989919226,-1.3642175809805674,-1.4372672785522016,0.42236214870370087,1.7998558186422267,-2.408570117372857,28.64172287685305,-1.2713213068721612,-3.273696312143651,31.56396383297225
0.11030150753768844,2.0603015075376883,0.6909547738693467,0.6909547738693467,8.929469543476547,4.235203814662338,0.4264533937676923,0.8842855213644544,0.8687548567070016,-1.0450453438969314,-3.0978415896516664,-0.7885235542575127,0.9786040350206191,-1.4222019174156053,80.85100534976063,0.10581616440962327,-4.591969878164217,86.29237375991909
0.13537688442211057,2.0753768844221105,0.7386934673366834,0.7386934673366834,8.96293088933438,2.6128306515598583,0.9489487087313379,0.8215163103289946,0.3112507838879258,0.3860522390029286,0.3926936158497589,0.0024756617499440427,5.770083944596587,-1.0458740220660083,79.578195724377,-0.2240117935310929,-6.7073471602086645,86.28332020588019
0.16045226130653267,2.090452261306533,0.7864321608040201,0.7864321608040201,1.2558531046383625,4.597305882108241,1.6652753506605542,0.9340189532567651,0.8051268238072626,-2.146678933984294,2.045280432691445,0.36889262922717675,5.019499412626529,-4.341438302915375,6.027815261709448,0.7602882532794808,-0.8144551988242388,8.56004159220608
0.1855276381909548,2.1055276381909547,0.8341708542713568,0.8341708542713568,2.0724287813818676,3.3057965495524484,0.8324622646763074,0.6389469395455973,1.4534875305896895,-1.869344796613655,-1.9765494300966864,-1.5360517020781541,5.692977591777821,-2.2616539877089603,8.03951066292697,0.8173842121843333,-0.09175972806468252,11.015521596019557
0.2106030150753769,2.120603015075377,0.8819095477386935,0.8819095477386935,0.5146720330082988,3.8076195480285495,0.9645669861135594,0.908145783756591,1.345296458087816,-1.1296104808875422,2.9281585665338654,1.467455910608907,3.8623258203074453,-3.5310034822169802,5.072514022395087,2.2694099593682715,-1.6337434533597164,7.8404127172877445
0.235678391959799,2.135678391959799,0.9296482412060301,0.9296482412060301,4.408098436506364,3.4853148122612945,1.074554446959997,0.6695901008164419,0.6301302608580905,-1.685833191031045,0.6241583433830553,0.6346764434270754,4.6408528001300935,-0.7899400388192565,20.785542529469627,-0.392863208829907,2.630312855844259,24.731112898466996
